Date;EVOO_ES;REFINED;LAMPANTE_B1;VOO_ES;Cbot
07.01.2002;1,961;2,010;1,859;1,913;436,45
14.01.2002;1,967;1,940;1,82;1,91;448,15
21.01.2002;1,973;1,995;1,873;1,922;435,125
28.01.2002;1,99;2,010;1,863;1,937;428,85
04.02.2002;1,99;1,965;1,85;1,9;431
11.02.2002;2,03;1,950;1,81;1,92;436,05
18.02.2002;2,01;1,955;1,84;1,9;442,125
25.02.2002;1,959;1,965;1,839;1,918;439,7
04.03.2002;1,973;1,950;1,842;1,913;449,85
11.03.2002;1,988;1,950;1,821;1,882;460,1
18.03.2002;1,986;1,930;1,799;1,882;461,25
25.03.2002;1,954;;1,789;1,89;469,8125
01.04.2002;2,055;1,950;1,797;1,851;467,05
08.04.2002;1,939;1,915;1,776;1,825;459,75
15.04.2002;1,914;1,905;1,769;1,826;467,05
22.04.2002;1,931;1,875;1,746;1,823;473,1
29.04.2002;1,923;1,880;1,737;1,784;460,5
06.05.2002;1,849;1,830;1,696;1,772;466,05
13.05.2002;1,887;1,800;1,685;1,737;481,25
20.05.2002;1,819;1,785;1,69;1,737;491,45
27.05.2002;1,777;1,830;1,725;1,765;500,875
03.06.2002;1,847;1,830;1,732;1,772;509,95
10.06.2002;1,859;1,815;1,714;1,763;498,5
17.06.2002;1,818;1,830;1,739;1,773;493,15
24.06.2002;1,851;1,860;1,754;1,788;516,2
01.07.2002;1,826;1,875;1,777;1,799;555
08.07.2002;1,903;1,905;1,786;1,798;580
15.07.2002;1,874;1,920;1,794;1,818;575,15
29.07.2002;1,868;;1,815;1,838;555,3
05.08.2002;1,89;;1,833;1,849;561,95
12.08.2002;1,905;;1,858;1,872;592,25
19.08.2002;1,898;;1,851;1,892;555
26.08.2002;1,945;1,950;1,859;1,877;558,05
02.09.2002;1,899;1,920;1,859;1,876;563,375
09.09.2002;1,895;1,940;1,852;1,857;577,5
16.09.2002;1,928;1,915;1,831;1,861;569,2
23.09.2002;1,868;1,915;1,827;1,886;559,9
30.09.2002;1,8;1,800;1,8;1,835;540,55
07.10.2002;1,868;1,915;1,809;1,846;530,35
14.10.2002;1,917;1,915;1,798;1,836;544,8
21.10.2002;1,915;1,900;1,797;1,822;553,3
28.10.2002;1,864;1,875;1,769;1,816;558,65
04.11.2002;1,856;1,870;1,791;1,823;574,25
11.11.2002;1,925;1,885;1,794;1,836;568,7
18.11.2002;1,913;1,915;1,808;1,854;571,45
25.11.2002;1,964;1,950;1,845;1,871;575,3125
02.12.2002;1,92;1,920;1,82;1,872;566,9
09.12.2002;2,019;1,920;1,803;1,902;568,4
16.12.2002;2,07;1,920;1,779;1,885;562,7
23.12.2002;1,966;;1,791;1,895;569,4166667
30.12.2002;1,942;1,923;1,794;1,902;575,5
06.01.2003;2,003;1,923;1,807;1,912;581,6
13.01.2003;2,047;1,938;1,813;1,956;554
20.01.2003;2,021;1,923;1,832;1,92;561,625
27.01.2003;2,182;1,911;1,784;1,879;566,85
03.02.2003;2,047;1,895;1,795;1,875;563,95
10.02.2003;2,01;1,893;1,823;1,891;568,95
17.02.2003;2,052;1,911;1,846;1,91;572,0625
24.02.2003;2,025;1,893;1,811;1,934;577,25
03.03.2003;2,092;1,932;1,877;1,928;568,95
10.03.2003;2,051;1,983;1,9;1,96;571,8
17.03.2003;2,069;1,992;1,892;1,984;572,8
24.03.2003;2,118;1,980;1,905;1,989;574,5
31.03.2003;2,045;1,983;1,91;1,978;582,2
07.04.2003;2,074;1,983;1,912;1,971;601
14.04.2003;2,091;;1,865;1,994;612,375
21.04.2003;2,114;1,977;1,918;1,984;606,2
28.04.2003;2,105;1,977;1,926;1,995;620,25
05.05.2003;2,133;2,043;1,974;2,044;625,85
12.05.2003;2,144;2,088;2,021;2,07;643,8
19.05.2003;2,198;2,148;2,004;2,075;634,95
26.05.2003;2,124;2,118;2,006;2,093;627
02.06.2003;2,176;2,133;2,026;2,078;617,65
09.06.2003;2,158;2,148;2,034;2,084;625,5
16.06.2003;2,154;2,148;2,055;2,114;625,35
23.06.2003;2,201;2,193;2,11;2,148;633,7
30.06.2003;2,23;2,244;2,15;2,201;625,75
07.07.2003;2,353;2,344;2,221;2,224;617,7
14.07.2003;2,371;2,389;2,297;2,367;582,1
21.07.2003;2,431;2,434;2,344;2,402;554,7
28.07.2003;2,446;2,434;2,253;2,321;539,65
04.08.2003;2,452;2,434;2,367;2,422;542,6
11.08.2003;2,507;2,434;2,39;2,436;565,5
18.08.2003;2,58;2,434;2,441;2,534;578,25
25.08.2003;2,705;2,676;2,498;2,636;586,2
01.09.2003;2,788;2,750;2,544;2,619;594,9375
08.09.2003;2,806;2,737;2,578;2,741;624,55
15.09.2003;2,779;2,659;2,55;2,671;622,4
22.09.2003;2,751;2,644;2,512;2,65;653,45
29.09.2003;2,736;2,614;2,42;2,548;684,55
06.10.2003;2,677;2,570;2,337;2,527;691,25
13.10.2003;2,686;2,539;2,326;2,536;731,05
20.10.2003;2,779;2,569;2,412;2,614;747,1
27.10.2003;2,862;2,599;2,455;2,664;785,65
03.11.2003;2,658;2,584;2,431;2,672;762,6
10.11.2003;2,633;2,584;2,505;2,652;769,5
17.11.2003;2,302;2,524;2,239;2,335;763,7
24.11.2003;2,309;2,524;2,171;2,27;746,3125
01.12.2003;2,223;2,299;2,091;2,154;768,4
08.12.2003;2,217;2,229;1,998;2,127;777,15
15.12.2003;2,011;1,983;1,891;1,924;766
22.12.2003;2,034;;1,87;1,945;761,6875
29.12.2003;2,084;1,998;1,917;1,961;785,875
05.01.2004;2,049;2,043;1,899;1,955;792,8
12.01.2004;2,073;2,043;1,913;1,976;831,1
19.01.2004;2,074;2,088;1,968;2,019;837,5
26.01.2004;2,141;2,164;2,049;2,092;823,25
02.02.2004;2,206;2,239;2,1;2,17;814,7
09.02.2004;2,258;2,284;2,178;2,223;834,25
16.02.2004;2,341;2,344;2,226;2,229;869,625
23.02.2004;2,394;2,419;2,275;2,376;929,1
01.03.2004;2,364;2,383;2,255;2,379;940,3
08.03.2004;2,415;2,416;2,31;2,395;935
15.03.2004;2,461;2,413;2,369;2,421;1000,65
22.03.2004;2,489;2,509;2,401;2,463;1034,55
29.03.2004;2,539;;2,443;2,493;1019,85
05.04.2004;2,608;2,554;2,485;2,568;1009,375
12.04.2004;2,675;2,749;2,568;2,66;975,9
19.04.2004;2,691;2,674;2,597;2,657;954,15
26.04.2004;2,668;2,629;2,531;2,572;1002,5
03.05.2004;2,661;2,614;2,515;2,614;1036,55
10.05.2004;2,671;2,614;2,54;2,632;1013,5
17.05.2004;2,659;2,650;2,531;2,615;885,7
24.05.2004;2,727;2,584;2,49;2,549;851,25
31.05.2004;2,669;2,614;2,514;2,594;839,5
07.06.2004;2,584;2,617;2,488;2,517;849,4
14.06.2004;2,479;2,524;2,395;2,473;872,2
21.06.2004;2,532;2,548;2,429;2,521;907
28.06.2004;2,606;2,563;2,426;2,504;909,1
05.07.2004;2,55;2,554;2,422;2,477;966,875
12.07.2004;2,487;2,536;2,405;2,443;833,8
19.07.2004;2,524;;2,397;2,462;693,4
26.07.2004;2,689;2,539;2,409;2,458;637,1
02.08.2004;2,456;;2,414;2,461;600,75
09.08.2004;2,488;;2,387;2,448;644,3
16.08.2004;2,506;;2,291;2,377;592,1
23.08.2004;2,36;;2,261;2,389;616,7
30.08.2004;2,445;2,485;2,324;2,386;625,75
06.09.2004;2,45;2,359;2,26;2,314;578,4375
13.09.2004;2,295;2,359;2,249;2,268;559,55
20.09.2004;2,314;2,329;2,184;2,248;537,1
27.09.2004;2,241;2,238;2,147;2,189;531,5
04.10.2004;2,255;2,280;2,153;2,223;525,95
11.10.2004;2,322;2,350;2,215;2,27;518,2
18.10.2004;2,352;2,344;2,194;2,26;526,6
25.10.2004;2,367;2,317;2,189;2,233;533,4
01.11.2004;2,315;2,299;2,146;2,199;516,95
08.11.2004;2,307;2,224;2,133;2,167;515,9
15.11.2004;2,268;2,284;2,052;2,214;546,95
22.11.2004;2,314;2,264;2,185;2,225;554,5625
29.11.2004;2,314;2,271;2,135;2,206;529,75
06.12.2004;2,268;2,284;2,142;2,221;528,1
13.12.2004;2,283;2,329;2,151;2,261;547,25
20.12.2004;2,385;2,335;2,239;2,361;548,9375
27.12.2004;2,445;2,470;2,316;2,436;550,75
03.01.2005;2,509;2,539;2,414;2,488;538,9
10.01.2005;2,565;2,644;2,47;2,542;554,2
17.01.2005;2,562;2,584;2,472;2,544;517,8125
24.01.2005;2,601;2,629;2,486;2,587;519,75
31.01.2005;2,67;2,735;2,518;2,645;505,7
07.02.2005;2,728;2,720;2,559;2,67;511,45
14.02.2005;2,666;2,704;2,562;2,638;542,1
21.02.2005;2,703;2,765;2,597;2,675;580,0625
28.02.2005;2,717;2,765;2,541;2,687;616,4
07.03.2005;2,732;2,765;2,611;2,681;628,4
14.03.2005;2,751;2,780;2,649;2,701;665,8
21.03.2005;2,779;;2,689;2,758;626,4375
28.03.2005;2,795;2,810;2,696;2,773;626,45
04.04.2005;2,79;2,795;2,676;2,753;618,25
11.04.2005;2,779;2,765;2,653;2,675;618,15
18.04.2005;2,758;2,765;2,61;2,65;628,4
25.04.2005;2,713;;2,647;2,714;627,3
02.05.2005;2,795;;2,681;2,74;623,3
09.05.2005;2,791;2,765;2,648;2,761;622,35
16.05.2005;2,834;2,750;2,64;2,737;627,75
23.05.2005;2,752;2,720;2,577;2,706;659,15
30.05.2005;2,734;2,704;2,613;2,672;677,3125
06.06.2005;2,768;2,735;2,628;2,695;671,9
13.06.2005;2,775;2,765;2,679;2,735;699,5
20.06.2005;2,787;2,807;2,617;2,743;736,3
27.06.2005;2,797;2,795;2,696;2,756;671,7
04.07.2005;2,812;2,858;2,699;2,787;694
11.07.2005;2,854;2,915;2,755;2,822;708,4
18.07.2005;2,83;3,065;2,96;2,924;684,6
25.07.2005;2,979;2,990;2,945;2,998;675,1
01.08.2005;3,016;;2,918;3,003;672,45
08.08.2005;3,196;;2,965;3,126;646,2
15.08.2005;3,307;;3,117;3,208;610,3
22.08.2005;3,331;;3,225;3,329;599,7
29.08.2005;3,513;3,711;3,31;3,471;592,95
05.09.2005;3,585;3,211;3,511;3,554;592,6875
12.09.2005;3,668;3,726;3,577;3,627;572,1
19.09.2005;3,741;3,741;3,459;3,665;576,05
26.09.2005;3,736;3,816;3,622;3,714;564,3
03.10.2005;3,858;3,996;3,879;3,853;567,1
10.10.2005;4,006;4,357;3,967;4,002;577,15
17.10.2005;4,001;4,192;3,773;3,8;584,45
24.10.2005;4,044;3,972;3,777;3,866;572,1
31.10.2005;3,896;3,966;3,704;3,833;577
07.11.2005;3,745;3,741;3,428;3,652;578,8
14.11.2005;3,837;3,711;3,45;3,71;581,65
21.11.2005;3,828;3,892;3,692;3,809;565,1875
28.11.2005;3,86;3,801;3,329;3,813;558,55
05.12.2005;3,868;3,786;3,419;3,696;566,35
12.12.2005;3,864;3,816;3,551;3,78;590,7
19.12.2005;3,945;3,877;3,672;4,02;609,2
26.12.2005;4,189;4,327;3,875;4,168;605,5625
02.01.2006;4,246;4,342;4,004;4,233;611,75
09.01.2006;4,247;4,357;4,076;4,217;572,75
16.01.2006;4,27;4,297;4,13;4,193;567,5
23.01.2006;4,231;4,162;3,982;4,044;575
30.01.2006;4,206;4,147;3,783;4,069;590,25
06.02.2006;4,158;4,037;3,81;4,085;581,8
13.02.2006;4,177;4,237;3,952;4,101;589,45
20.02.2006;4,186;4,237;3,831;4,145;577,625
27.02.2006;4,178;4,222;3,907;4,019;584,3
06.03.2006;4,033;4,057;3,713;3,852;578,4
13.03.2006;3,912;3,937;3,718;3,797;577,05
20.03.2006;3,844;3,937;3,645;3,708;574,65
27.03.2006;3,661;3,666;3,381;3,545;580,55
03.04.2006;3,751;3,411;3,118;3,292;561,4
10.04.2006;3,396;;3,098;3,294;560,3125
17.04.2006;3,488;3,486;3,147;3,451;572,4
24.04.2006;3,505;3,516;3,251;3,374;578,4
01.05.2006;3,4;3,411;3,182;3,329;592,35
08.05.2006;3,288;3,306;3,071;3,2;594,9
15.05.2006;3,25;3,065;2,893;3,023;599,25
22.05.2006;3,081;3,020;2,746;2,912;583,7
29.05.2006;3,04;3,035;2,731;2,906;589,6875
05.06.2006;3,044;2,975;2,752;2,911;593,45
12.06.2006;3,002;3,080;2,829;2,98;595,6
19.06.2006;3,092;3,080;2,905;3,043;583,9
26.06.2006;3,144;3,155;3,019;3,098;580,5
03.07.2006;3,126;3,125;2,917;3,075;601,625
10.07.2006;3,118;3,125;2,982;3,079;602,5
17.07.2006;3,184;3,200;2,985;3,125;585,2
24.07.2006;3,174;3,185;2,933;3,12;580,15
31.07.2006;3,185;;3,025;3,113;577,65
07.08.2006;3,151;;2,999;3,13;558,15
14.08.2006;3,146;;3,031;3,095;551,4
21.08.2006;3,14;;2,922;3,072;548,85
28.08.2006;3,06;3,125;2,927;3,003;539,5
04.09.2006;3,034;3,020;2,79;2,905;537,6875
11.09.2006;2,916;2,860;2,536;2,796;534,2
18.09.2006;2,764;2,825;2,621;2,685;550,75
25.09.2006;2,687;2,735;2,458;2,626;546,9
02.10.2006;2,633;2,629;2,454;2,518;554,5
09.10.2006;2,665;2,674;2,536;2,577;573,7
16.10.2006;2,645;2,659;2,53;2,604;601,7
23.10.2006;2,661;2,689;2,572;2,628;625,25
30.10.2006;2,72;2,668;2,618;2,683;642,45
06.11.2006;2,687;2,699;2,561;2,578;655,8
13.11.2006;2,624;2,604;2,438;2,526;656,65
20.11.2006;2,565;2,599;2,419;2,523;674,6875
27.11.2006;2,648;2,674;2,387;2,599;683,8
04.12.2006;2,635;2,569;2,306;2,454;659,15
11.12.2006;2,606;2,554;2,303;2,448;662,2
18.12.2006;2,493;2,530;2,226;2,406;651,9
25.12.2006;2,418;;2,217;2,335;675,0625
01.01.2007;2,468;2,524;2,198;2,392;670,875
08.01.2007;2,48;2,536;2,294;2,436;668,45
15.01.2007;2,531;2,554;2,317;2,478;716,125
22.01.2007;2,531;2,554;2,321;2,468;716,65
29.01.2007;2,55;2,554;2,346;2,494;721,65
05.02.2007;2,553;2,554;2,419;2,514;742,55
12.02.2007;2,589;2,584;2,461;2,555;755,3
19.02.2007;2,654;2,644;2,495;2,625;778,5625
26.02.2007;2,715;2,704;2,543;2,611;760,15
05.03.2007;2,705;2,750;2,579;2,687;740,6
12.03.2007;2,705;2,764;2,57;2,666;747,35
19.03.2007;2,719;2,735;2,58;2,649;766,4
26.03.2007;2,712;2,705;2,592;2,676;765,15
02.04.2007;2,739;2,720;2,601;2,691;766,0625
09.04.2007;2,717;2,690;2,589;2,663;742,85
16.04.2007;2,707;2,660;2,536;2,619;723,4
23.04.2007;2,705;2,645;2,448;2,617;718,75
30.04.2007;2,626;2,554;2,494;2,528;734,25
07.05.2007;2,596;2,569;2,45;2,517;734,35
14.05.2007;2,663;2,569;2,457;2,532;783,65
21.05.2007;2,528;2,524;2,345;2,485;802,4
28.05.2007;2,539;2,470;2,357;2,421;807,375
04.06.2007;2,488;2,470;2,295;2,353;823,95
11.06.2007;2,456;2,374;2,23;2,295;831,4
18.06.2007;2,457;2,404;2,285;2,338;827,75
25.06.2007;2,402;2,374;2,257;2,331;814,9
02.07.2007;2,415;2,374;2,261;2,325;858,6875
09.07.2007;2,388;2,359;2,23;2,299;894,6
16.07.2007;2,335;2,374;2,192;2,285;852,6
23.07.2007;2,393;2,389;2,245;2,282;817,7
30.07.2007;2,353;;2,222;2,272;830,5
06.08.2007;2,341;;2,224;2,247;845,5
13.08.2007;2,377;;2,254;2,265;832,15
20.08.2007;2,313;;2,261;2,289;829,95
27.08.2007;2,353;2,359;2,267;2,295;861,75
03.09.2007;2,389;2,389;2,312;2,336;887,625
10.09.2007;2,397;2,404;2,303;2,358;920,5
17.09.2007;2,381;2,389;2,252;2,322;975,3
24.09.2007;2,396;2,374;2,297;2,332;988,55
01.10.2007;2,395;2,374;2,286;2,331;956,2
08.10.2007;2,401;2,404;2,31;2,346;960,45
15.10.2007;2,447;2,434;2,346;2,393;982,7
22.10.2007;2,552;2,524;2,356;2,423;984,95
29.10.2007;2,61;2,554;2,368;2,447;1001,1
05.11.2007;2,599;2,560;2,414;2,529;1026
12.11.2007;2,772;2,614;2,497;2,579;1059,9
19.11.2007;2,667;2,629;2,477;2,574;1085,4375
26.11.2007;2,68;2,569;2,391;2,526;1093,9
03.12.2007;2,661;2,554;2,401;2,543;1097,65
10.12.2007;2,608;2,569;2,401;2,525;1143,15
17.12.2007;2,645;2,584;2,426;2,545;1160,75
24.12.2007;2,65;2,644;2,475;2,605;1205,5
31.12.2007;2,668;2,644;2,519;2,603;1233
07.01.2008;2,656;2,650;2,492;2,611;1254,3
14.01.2008;2,649;2,635;2,519;2,605;1282,1
21.01.2008;2,633;2,584;2,467;2,581;1225,625
28.01.2008;2,619;2,569;2,445;2,522;1271,6
04.02.2008;2,618;2,599;2,49;2,553;1327,6
11.02.2008;2,643;2,629;2,508;2,598;1343,45
18.02.2008;2,631;2,614;2,481;2,574;1405,5
25.02.2008;2,623;2,599;2,454;2,541;1479,65
03.03.2008;2,633;2,614;2,469;2,568;1462,6
10.03.2008;2,618;2,608;2,475;2,564;1377,3
17.03.2008;2,636;;2,486;2,556;1268,4375
